Yearmon,CPI,year
1996-01-03,155.7,1996
1996-01-04,156.3,1996
1996-01-05,156.6,1996
1996-01-06,156.7,1996
1996-01-07,157.0,1996
1996-01-08,157.3,1996
1996-01-09,157.8,1996
1996-01-10,158.3,1996
1996-01-11,158.6,1996
1996-01-12,158.6,1996
1997-01-01,159.1,1997
1997-01-02,159.6,1997
1997-01-03,160.0,1997
1997-01-04,160.2,1997
1997-01-05,160.1,1997
1997-01-06,160.3,1997
1997-01-07,160.5,1997
1997-01-08,160.8,1997
1997-01-09,161.2,1997
1997-01-10,161.6,1997
1997-01-11,161.5,1997
1997-01-12,161.3,1997
1998-01-01,161.6,1998
1998-01-02,161.9,1998
1998-01-03,162.2,1998
1998-01-04,162.5,1998
1998-01-05,162.8,1998
1998-01-06,163.0,1998
1998-01-07,163.2,1998
1998-01-08,163.4,1998
1998-01-09,163.6,1998
1998-01-10,164.0,1998
1998-01-11,164.0,1998
1998-01-12,163.9,1998
1999-01-01,164.3,1999
1999-01-02,164.5,1999
1999-01-03,165.0,1999
1999-01-04,166.2,1999
1999-01-05,166.2,1999
1999-01-06,166.2,1999
1999-01-07,166.7,1999
1999-01-08,167.1,1999
1999-01-09,167.9,1999
1999-01-10,168.2,1999
1999-01-11,168.3,1999
1999-01-12,168.3,1999
2000-01-01,168.8,2000
2000-01-02,169.8,2000
2000-01-03,171.2,2000
2000-01-04,171.3,2000
2000-01-05,171.5,2000
2000-01-06,172.4,2000
2000-01-07,172.8,2000
2000-01-08,172.8,2000
2000-01-09,173.7,2000
2000-01-10,174.0,2000
2000-01-11,174.1,2000
2000-01-12,174.0,2000
2001-01-01,175.1,2001
2001-01-02,175.8,2001
2001-01-03,176.2,2001
2001-01-04,176.9,2001
2001-01-05,177.7,2001
2001-01-06,178.0,2001
2001-01-07,177.5,2001
2001-01-08,177.5,2001
2001-01-09,178.3,2001
2001-01-10,177.7,2001
2001-01-11,177.4,2001
2001-01-12,176.7,2001
2002-01-01,177.1,2002
2002-01-02,177.8,2002
2002-01-03,178.8,2002
2002-01-04,179.8,2002
2002-01-05,179.8,2002
2002-01-06,179.9,2002
2002-01-07,180.1,2002
2002-01-08,180.7,2002
2002-01-09,181.0,2002
2002-01-10,181.3,2002
2002-01-11,181.3,2002
2002-01-12,180.9,2002
2003-01-01,181.7,2003
2003-01-02,183.1,2003
2003-01-03,184.2,2003
2003-01-04,183.8,2003
2003-01-05,183.5,2003
2003-01-06,183.7,2003
2003-01-07,183.9,2003
2003-01-08,184.6,2003
2003-01-09,185.2,2003
2003-01-10,185.0,2003
2003-01-11,184.5,2003
2003-01-12,184.3,2003
2004-01-01,185.2,2004
2004-01-02,186.2,2004
2004-01-03,187.4,2004
2004-01-04,188.0,2004
2004-01-05,189.1,2004
2004-01-06,189.7,2004
2004-01-07,189.4,2004
2004-01-08,189.5,2004
2004-01-09,189.9,2004
2004-01-10,190.9,2004
2004-01-11,191.0,2004
2004-01-12,190.3,2004
2005-01-01,190.7,2005
2005-01-02,191.8,2005
2005-01-03,193.3,2005
2005-01-04,194.6,2005
2005-01-05,194.4,2005
2005-01-06,194.5,2005
2005-01-07,195.4,2005
2005-01-08,196.4,2005
2005-01-09,198.8,2005
2005-01-10,199.2,2005
2005-01-11,197.6,2005
2005-01-12,196.8,2005
2006-01-01,198.3,2006
2006-01-02,198.7,2006
2006-01-03,199.8,2006
2006-01-04,201.5,2006
2006-01-05,202.5,2006
2006-01-06,202.9,2006
2006-01-07,203.5,2006
2006-01-08,203.9,2006
2006-01-09,202.9,2006
2006-01-10,201.8,2006
2006-01-11,201.5,2006
2006-01-12,201.8,2006
2007-01-01,202.416,2007
2007-01-02,203.499,2007
2007-01-03,205.352,2007
2007-01-04,206.686,2007
2007-01-05,207.949,2007
2007-01-06,208.352,2007
2007-01-07,208.299,2007
2007-01-08,207.917,2007
2007-01-09,208.49,2007
2007-01-10,208.936,2007
2007-01-11,210.177,2007
2007-01-12,210.036,2007
2008-01-01,211.08,2008
2008-01-02,211.693,2008
2008-01-03,213.528,2008
2008-01-04,214.823,2008
2008-01-05,216.632,2008
2008-01-06,218.815,2008
2008-01-07,219.964,2008
2008-01-08,219.086,2008
2008-01-09,218.783,2008
2008-01-10,216.573,2008
2008-01-11,212.425,2008
2008-01-12,210.228,2008
2009-01-01,211.143,2009
2009-01-02,212.193,2009
2009-01-03,212.709,2009
2009-01-04,213.24,2009
2009-01-05,213.856,2009
2009-01-06,215.693,2009
2009-01-07,215.351,2009
2009-01-08,215.834,2009
2009-01-09,215.969,2009
2009-01-10,216.177,2009
2009-01-11,216.33,2009
2009-01-12,215.949,2009
2010-01-01,216.687,2010
2010-01-02,216.741,2010
2010-01-03,217.631,2010
2010-01-04,218.009,2010
2010-01-05,218.178,2010
2010-01-06,217.965,2010
2010-01-07,218.011,2010
2010-01-08,218.312,2010
2010-01-09,218.439,2010
2010-01-10,218.711,2010
2010-01-11,218.803,2010
2010-01-12,219.179,2010
2011-01-01,220.223,2011
2011-01-02,221.309,2011
2011-01-03,223.467,2011
2011-01-04,224.906,2011
2011-01-05,225.964,2011
2011-01-06,225.722,2011
2011-01-07,225.922,2011
2011-01-08,226.545,2011
2011-01-09,226.889,2011
2011-01-10,226.421,2011
2011-01-11,226.23,2011
2011-01-12,225.672,2011
2012-01-01,226.665,2012
2012-01-02,227.663,2012
2012-01-03,229.392,2012
2012-01-04,230.085,2012
2012-01-05,229.815,2012
2012-01-06,229.478,2012
2012-01-07,229.104,2012
2012-01-08,230.379,2012
2012-01-09,231.407,2012
2012-01-10,231.317,2012
2012-01-11,230.221,2012
2012-01-12,229.601,2012
2013-01-01,230.28,2013
2013-01-02,232.166,2013
2013-01-03,232.773,2013
2013-01-04,232.531,2013
2013-01-05,232.945,2013
2013-01-06,233.504,2013
2013-01-07,233.596,2013
2013-01-08,233.877,2013
2013-01-09,234.149,2013
2013-01-10,233.546,2013
2013-01-11,233.069,2013
2013-01-12,233.049,2013
2014-01-01,233.916,2014
2014-01-02,234.781,2014
2014-01-03,236.293,2014
2014-01-04,237.072,2014
2014-01-05,237.9,2014
2014-01-06,238.343,2014
2014-01-07,238.25,2014
2014-01-08,237.852,2014
2014-01-09,238.031,2014
2014-01-10,237.433,2014
2014-01-11,236.151,2014
2014-01-12,234.812,2014
2015-01-01,233.707,2015
2015-01-02,234.722,2015
2015-01-03,236.119,2015
2015-01-04,236.599,2015
2015-01-05,237.805,2015
2015-01-06,238.638,2015
2015-01-07,238.654,2015
2015-01-08,238.316,2015
2015-01-09,237.945,2015
2015-01-10,237.838,2015
2015-01-11,237.336,2015
2015-01-12,236.525,2015
2016-01-01,236.916,2016
2016-01-02,237.111,2016
2016-01-03,238.132,2016
2016-01-04,239.261,2016
2016-01-05,240.229,2016
2016-01-06,241.018,2016
2016-01-07,240.628,2016
2016-01-08,240.849,2016
2016-01-09,241.428,2016
2016-01-10,241.729,2016
2016-01-11,241.353,2016
2016-01-12,241.432,2016
2017-01-01,242.839,2017
2017-01-02,243.603,2017
2017-01-03,243.801,2017
2017-01-04,244.524,2017
2017-01-05,244.733,2017
2017-01-06,244.955,2017
2017-01-07,244.786,2017
2017-01-08,245.519,2017
2017-01-09,246.819,2017
2017-01-10,246.663,2017
2017-01-11,246.669,2017
2017-01-12,246.524,2017
2018-01-01,247.867,2018
2018-01-02,248.991,2018
2018-01-03,249.554,2018
2018-01-04,250.546,2018
2018-01-05,251.588,2018
2018-01-06,251.989,2018
2018-01-07,252.006,2018
2018-01-08,252.146,2018
2018-01-09,252.439,2018
2018-01-10,252.885,2018
2018-01-11,252.038,2018
2018-01-12,251.233,2018
2019-01-01,251.712,2019
2019-01-02,252.776,2019
2019-01-03,254.202,2019
2019-01-04,255.548,2019
2019-01-05,256.092,2019
2019-01-06,256.143,2019
2019-01-07,256.571,2019
2019-01-08,256.558,2019
2019-01-09,256.759,2019
2019-01-10,257.346,2019
2019-01-11,257.208,2019
2019-01-12,256.974,2019
2020-01-01,257.971,2020
2020-01-02,258.678,2020
2020-01-03,258.115,2020
2020-01-04,256.389,2020
2020-01-05,256.394,2020
2020-01-06,257.797,2020
2020-01-07,259.101,2020
2020-01-08,259.918,2020
2020-01-09,260.28,2020
2020-01-10,260.388,2020
2020-01-11,260.229,2020
2020-01-12,260.474,2020
